1503483289.51641607,623577.34739980,4325012.86692133
1503483289.55532193,623577.34649406,4325012.86702111
1503483289.61342001,623577.34482325,4325012.86569115
1503483289.65631008,623577.34438399,4325012.86474727
1503483289.71403599,623577.34236098,4325012.86332846
1503483289.75588489,623577.34403008,4325012.86206231
1503483289.81269789,623577.34415639,4325012.86228880
1503483289.85652900,623577.34345323,4325012.86458486
1503483289.91362190,623577.34198153,4325012.86555567
1503483289.95641494,623577.34008407,4325012.86706498
1503483290.08293605,623577.34082860,4325012.86691184
1503483290.09295607,623577.34584848,4325012.86199328
1503483290.13264704,623577.34783196,4325012.86273064
1503483290.15582108,623577.34553988,4325012.86326483
1503483290.21499991,623577.34605156,4325012.86363334
1503483290.25712705,623577.34537376,4325012.86445272
1503483290.31412411,623577.34546851,4325012.86554723
1503483290.36004996,623577.34586399,4325012.86626480
1503483290.41293597,623577.34462211,4325012.86621113
1503483290.45722508,623577.34515319,4325012.86640009
1503483290.51728702,623577.34849374,4325012.86803778
1503483290.55629492,623577.34833792,4325012.86813549
1503483290.61520505,623577.34741397,4325012.86822512
1503483290.65699697,623577.34719098,4325012.86724030
1503483290.71496892,623577.34729300,4325012.86772715
1503483290.75614810,623577.34876285,4325012.86540006
1503483290.81418490,623577.34833764,4325012.86739817
1503483290.85614109,623577.34869617,4325012.86698729
1503483290.91424108,623577.34976606,4325012.86711577
1503483290.95523405,623577.34751923,4325012.86866924
1503483291.08141208,623577.35032686,4325012.86756832
1503483291.09101295,623577.35164385,4325012.87056792
1503483291.11480188,623577.35352481,4325012.87024849
1503483291.15439892,623577.35559734,4325012.87207714
1503483291.21461701,623577.35533615,4325012.87094558
1503483291.25642991,623577.35647537,4325012.87240771
1503483291.31289411,623577.35705138,4325012.87083812
1503483291.35641003,623577.35750551,4325012.87154781
1503483291.41308689,623577.35432219,4325012.87042548
1503483291.45599008,623577.35681990,4325012.86966770
1503483291.51750588,623577.35673797,4325012.87036191
1503483291.55612493,623577.35625685,4325012.87082339
1503483291.61329293,623577.35601356,4325012.87109092
1503483291.65724611,623577.35768355,4325012.87171224
1503483291.71432495,623577.35725896,4325012.87002876
1503483291.75619006,623577.35744361,4325012.86836729
1503483291.81508088,623577.35848237,4325012.87183652
1503483291.85810709,623577.35989727,4325012.87203001
1503483291.91520309,623577.36142806,4325012.87252172
1503483291.95643091,623577.36126579,4325012.87118952
1503483292.09033990,623577.36220475,4325012.87158166
1503483292.10113597,623577.36820609,4325012.87475106
1503483292.11766195,623577.37067039,4325012.87380080
1503483292.15592289,623577.36872313,4325012.87804098
1503483292.21344805,623577.36834177,4325012.87606826
1503483292.25709605,623577.37035412,4325012.87344922
1503483292.31402302,623577.37040954,4325012.87336484
1503483292.35544205,623577.36992599,4325012.87400914
1503483292.41314006,623577.36942990,4325012.87542178
1503483292.45696592,623577.36942088,4325012.87453910
1503483292.51837993,623577.36878253,4325012.87536905
1503483292.55723000,623577.36794405,4325012.87425522
1503483292.61517596,623577.36848058,4325012.87488321
1503483292.65999508,623577.36875687,4325012.87439245
1503483292.71357894,623577.36541413,4325012.87234708
1503483292.75716901,623577.36487716,4325012.87245564
1503483292.81232405,623577.36640736,4325012.87365056
1503483292.85792089,623577.36464970,4325012.87414920
1503483292.91321206,623577.36799497,4325012.87509654
1503483292.95585203,623577.36679446,4325012.87415079
1503483293.08524299,623577.36754919,4325012.87429432
1503483293.09504008,623577.36276203,4325012.87315380
1503483293.11501598,623577.36310295,4325012.87425399
1503483293.15461302,623577.36316695,4325012.87650340
1503483293.21345305,623577.36229763,4325012.87643428
1503483293.25663495,623577.36271582,4325012.87612384
1503483293.31450200,623577.36662779,4325012.87880746
1503483293.35516095,623577.36712659,4325012.87593147
1503483293.41389108,623577.36715615,4325012.87608133
1503483293.45761204,623577.36487473,4325012.87670203
1503483293.51768398,623577.36407915,4325012.87823596
1503483293.55593610,623577.36631618,4325012.87739396
1503483293.61367011,623577.36586012,4325012.87674441
1503483293.65660810,623577.36638124,4325012.87898598
1503483293.71382809,623577.36907024,4325012.88007815
1503483293.75595593,623577.37162996,4325012.87889516
1503483293.81337595,623577.37120696,4325012.88041958
1503483293.85892010,623577.37107536,4325012.88131185
1503483293.91480589,623577.37159002,4325012.88184869
1503483293.95598602,623577.37293488,4325012.87964552
1503483294.08228707,623577.37294179,4325012.88038562
1503483294.09177089,623577.36892861,4325012.88175111
1503483294.12965298,623577.37204297,4325012.88317680
1503483294.15564394,623577.37082212,4325012.88620357
1503483294.21363592,623577.37143674,4325012.88764067
1503483294.25662303,623577.37132692,4325012.88420615
1503483294.31302190,623577.37334717,4325012.88475919
1503483294.35575199,623577.37263164,4325012.88336909
1503483294.41381192,623577.37722095,4325012.88415987
1503483294.45679402,623577.37362677,4325012.88396672
1503483294.52015901,623577.37243596,4325012.88422799
1503483294.55723310,623577.37375753,4325012.88479061
1503483294.61444998,623577.37579232,4325012.88509597
1503483294.65748405,623577.37575733,4325012.88520010
1503483294.71556997,623577.37580490,4325012.88439828
1503483294.75644588,623577.37645002,4325012.88511512
1503483294.81402397,623577.37669490,4325012.88568154
1503483294.85565209,623577.37415015,4325012.88809832
1503483294.91411901,623577.36875158,4325012.88424216
1503483294.95596004,623577.36848793,4325012.88578396
1503483295.08070993,623577.36953817,4325012.88582280
1503483295.09028792,623577.37047800,4325012.88396673
1503483295.11403108,623577.37396561,4325012.88404905
1503483295.15536499,623577.37614681,4325012.88179857
1503483295.21366811,623577.37420261,4325012.88191438
1503483295.25626612,623577.37593099,4325012.88217389
1503483295.31230688,623577.37681451,4325012.88205794
1503483295.35568905,623577.37795483,4325012.88063882
1503483295.41337490,623577.37881812,4325012.88312380
1503483295.45713496,623577.37940294,4325012.88034942
1503483295.51680303,623577.38082799,4325012.88072276
1503483295.55622602,623577.38396476,4325012.87805083
1503483295.61346889,623577.38310409,4325012.87725314
1503483295.65717101,623577.38320098,4325012.87889201
1503483295.71459007,623577.38502006,4325012.87754037
1503483295.75625491,623577.38613458,4325012.87649391
1503483295.81422400,623577.38736013,4325012.87680978
1503483295.85685301,623577.38801929,4325012.87413208
1503483295.91286302,623577.38647365,4325012.87471355
1503483295.95543098,623577.38500336,4325012.87656560
1503483296.08606291,623577.38535067,4325012.87601380
1503483296.09553909,623577.38777411,4325012.87619574
1503483296.11453891,623577.38345458,4325012.87411978
1503483296.15567493,623577.38623626,4325012.87236712
1503483296.21465111,623577.38515026,4325012.87400893
1503483296.25770807,623577.38373964,4325012.87456175
1503483296.31422997,623577.38405771,4325012.87271210
1503483296.35576105,623577.38319291,4325012.87295459
1503483296.41350102,623577.38457827,4325012.87467535
1503483296.46232510,623577.38344353,4325012.87782439
1503483296.51887798,623577.37954008,4325012.87531850
1503483296.55687308,623577.38004209,4325012.87653248
1503483296.61391902,623577.37878826,4325012.87564215
1503483296.65813589,623577.37817191,4325012.87719908
1503483296.71422696,623577.38005412,4325012.87752438
1503483296.75840497,623577.37886567,4325012.87556495
1503483296.81350589,623577.37810911,4325012.87631760
1503483296.85684609,623577.37975399,4325012.87442722
1503483296.91625810,623577.38006484,4325012.87346960
1503483296.95640707,623577.38198744,4325012.87289506
1503483297.08363891,623577.38072128,4325012.87492706
1503483297.09436011,623577.38410685,4325012.87461084
1503483297.11479592,623577.38556848,4325012.87520014
1503483297.15579295,623577.38714795,4325012.87326388
1503483297.21378803,623577.38901792,4325012.87360081
1503483297.25689292,623577.38738181,4325012.87159075
1503483297.31258988,623577.38977950,4325012.87410736
1503483297.35612202,623577.38847925,4325012.87376055
1503483297.41720700,623577.39005903,4325012.87537665
1503483297.45718288,623577.39020075,4325012.87581881
1503483297.51831293,623577.39052433,4325012.87607179
1503483297.55668402,623577.39162194,4325012.87700588
1503483297.61480093,623577.39274588,4325012.87447591
1503483297.65648794,623577.39139643,4325012.87537257
1503483297.71309209,623577.39196554,4325012.87607958
1503483297.75575304,623577.39041000,4325012.87655840
1503483297.81147695,623577.39213889,4325012.87805917
1503483297.85563302,623577.39210625,4325012.87607487
1503483297.91573405,623577.39157288,4325012.87749313
1503483297.95591211,623577.39264851,4325012.87688782
1503483298.08050799,623577.39354565,4325012.87766380
1503483298.08555293,623577.39492767,4325012.87988300
1503483298.11306810,623577.39461390,4325012.88081761
1503483298.15541697,623577.39476951,4325012.88181271
1503483298.21414089,623577.39471697,4325012.88287877
1503483298.25716305,623577.39215831,4325012.88364195
1503483298.31313705,623577.39508454,4325012.88432414
1503483298.35615802,623577.39223023,4325012.88528561
1503483298.41428900,623577.39185767,4325012.88432357
1503483298.45677400,623577.39217145,4325012.88312837
1503483298.51838708,623577.39185961,4325012.88325542
1503483298.55646706,623577.39102593,4325012.88145677
1503483298.61425304,623577.39290218,4325012.88129307
1503483298.65727711,623577.39356400,4325012.88152671
1503483298.71530604,623577.39083638,4325012.88193700
1503483298.75626802,623577.39117006,4325012.88159054
1503483298.81609297,623577.39203340,4325012.88068331
1503483298.85736704,623577.39088934,4325012.88012590
1503483298.91918111,623577.39296794,4325012.88078874
1503483298.95505095,623577.39127253,4325012.88317858
1503483299.08544111,623577.39049646,4325012.88293801
1503483299.09547496,623577.38756225,4325012.87900611
1503483299.11665392,623577.38622766,4325012.87987520
1503483299.15570998,623577.38802976,4325012.87941869
1503483299.21568298,623577.38876126,4325012.87970140
1503483299.25671506,623577.38604726,4325012.87795166
1503483299.31391597,623577.38920329,4325012.88016994
1503483299.35592008,623577.39002000,4325012.88000697
1503483299.41378999,623577.38952944,4325012.87989299
1503483299.45792103,623577.39064150,4325012.88076945
1503483299.51729488,623577.39373872,4325012.88249209
1503483299.55830789,623577.39569354,4325012.88040614
1503483299.61299205,623577.39490486,4325012.88028841
1503483299.65676904,623577.39245888,4325012.87953599
1503483299.71384692,623577.39217780,4325012.88043245
1503483299.75598598,623577.39402413,4325012.88069958
1503483299.81386590,623577.39559446,4325012.88146872
1503483299.85576296,623577.39391631,4325012.88233870
1503483299.91378498,623577.39370864,4325012.87936992
1503483299.95625305,623577.39587546,4325012.88047911
1503483300.08434296,623577.39547114,4325012.88166891
1503483300.09453893,623577.39371928,4325012.87434854
1503483300.11366606,623577.39465267,4325012.87442885
1503483300.15571904,623577.39246529,4325012.87631908
1503483300.21369505,623577.39373084,4325012.87695367
1503483300.25720692,623577.39318107,4325012.87885875
1503483300.31211901,623577.39258979,4325012.87653409
