1503483289.48080993,151.65706813,-1.34847666,0.50161851
1503483289.51396489,151.65794065,-1.34552681,0.50182475
1503483289.52110195,151.65819931,-1.34880977,0.49947883
1503483289.54126191,151.65869830,-1.34442072,0.50105916
1503483289.56197500,151.65635457,-1.34626313,0.50277705
1503483289.58078599,151.65750947,-1.34600821,0.50090517
1503483289.60987091,151.65678522,-1.34549450,0.50002906
1503483289.62050605,151.65817710,-1.34384685,0.49975359
1503483289.64128494,151.65852080,-1.34658519,0.49977535
1503483289.66119289,151.65896308,-1.34195787,0.49739665
1503483289.68535995,151.65980710,-1.34339146,0.49853686
1503483289.71070004,151.65880216,-1.34460590,0.49767643
1503483289.72072601,151.65908062,-1.33961821,0.49735010
1503483289.74175191,151.65842890,-1.34115693,0.49496410
1503483289.76062298,151.65800514,-1.34025464,0.49665430
1503483289.78238893,151.65806077,-1.34296143,0.49656014
1503483289.80913591,151.65918636,-1.34175497,0.49754472
1503483289.82119393,151.65911055,-1.34470633,0.49863233
1503483289.84052992,151.65931784,-1.34430617,0.49976127
1503483289.86175108,151.65887259,-1.34247151,0.50044843
1503483289.88038898,151.65838449,-1.34360648,0.49938655
1503483289.91007805,151.65978022,-1.34273203,0.50017136
1503483289.92049694,151.65903743,-1.34530329,0.50059178
1503483289.94162011,151.66011291,-1.34488779,0.50210587
1503483289.96047592,151.66033162,-1.34670085,0.50133734
1503483289.98165703,151.65918479,-1.34542222,0.50364073
1503483290.07894993,151.65805264,-1.35186048,0.50797031
1503483290.08492899,151.65755523,-1.35405702,0.51039648
1503483290.08822894,151.65665458,-1.35574896,0.51524769
1503483290.09416389,151.65664890,-1.36160375,0.51728657
1503483290.13007998,151.65623591,-1.35889004,0.51514695
1503483290.13406897,151.65771785,-1.35797176,0.51679897
1503483290.14055490,151.65523554,-1.35946766,0.51604713
1503483290.16097307,151.65762142,-1.35979649,0.51557609
1503483290.18053889,151.65663774,-1.35924536,0.51551029
1503483290.21100903,151.65784200,-1.35960232,0.51534859
1503483290.22108006,151.65909780,-1.36104560,0.51444470
1503483290.24076295,151.65924533,-1.35922442,0.51450383
1503483290.26168299,151.65848079,-1.36005619,0.51634648
1503483290.28113890,151.65897402,-1.36066409,0.51536009
1503483290.31121612,151.65873604,-1.35987296,0.51623179
1503483290.32108688,151.65809409,-1.36100264,0.51547051
1503483290.34118390,151.65806730,-1.35873849,0.51620749
1503483290.36160398,151.65758024,-1.36053926,0.51500718
1503483290.38108397,151.65788814,-1.35907130,0.51576328
1503483290.40955997,151.65750292,-1.35878391,0.51577702
1503483290.42126703,151.65807763,-1.35612485,0.51411134
1503483290.44124007,151.65774445,-1.35701988,0.51552495
1503483290.46185398,151.65815219,-1.35732607,0.51362160
1503483290.48105192,151.65834534,-1.35739854,0.51616463
1503483290.51437712,151.65811420,-1.35923498,0.51744754
1503483290.52107191,151.65846363,-1.35605219,0.51693473
1503483290.54189205,151.65826254,-1.35950840,0.51750276
1503483290.56076598,151.65842557,-1.35659260,0.51771321
1503483290.58049703,151.65680245,-1.35927212,0.51829932
1503483290.61172700,151.65872968,-1.35835066,0.51837290
1503483290.62105489,151.65742734,-1.35907316,0.51818580
1503483290.64106798,151.65675297,-1.35763370,0.51830029
1503483290.66137791,151.65890745,-1.35869913,0.51989012
1503483290.68058705,151.65805433,-1.35774181,0.51806557
1503483290.71034288,151.65715081,-1.35595474,0.51893615
1503483290.72097206,151.65713147,-1.35819491,0.51969678
1503483290.74155092,151.65879164,-1.35619934,0.51982942
1503483290.76045609,151.65855915,-1.35665290,0.51726007
1503483290.78119993,151.66026409,-1.35616969,0.51844956
1503483290.81083393,151.65942385,-1.35460445,0.51869443
1503483290.82037592,151.65929476,-1.35296918,0.51550528
1503483290.84082007,151.66031495,-1.35611127,0.51733886
1503483290.86175704,151.66012063,-1.35581278,0.51550941
1503483290.88069391,151.65867245,-1.35450585,0.51654757
1503483290.91111803,151.65774449,-1.35639075,0.51406050
1503483290.92129707,151.65989812,-1.35460842,0.51607380
1503483290.94162011,151.65840091,-1.35731175,0.51619987
1503483290.96111298,151.66084687,-1.35582789,0.51608751
1503483290.98159909,151.65948994,-1.35753717,0.51502078
1503483291.07686305,151.66005962,-1.35500748,0.51575939
1503483291.08264804,151.66104001,-1.35741077,0.51624947
1503483291.08566308,151.65862137,-1.35717158,0.51692285
1503483291.09215689,151.66076602,-1.35887262,0.51776324
1503483291.09545112,151.66119203,-1.35771415,0.51601506
1503483291.11016107,151.66114245,-1.35816142,0.51801372
1503483291.12103701,151.66001690,-1.35864216,0.51512012
1503483291.14031005,151.66003492,-1.35378422,0.51617100
1503483291.16096592,151.65875720,-1.35591055,0.51718934
1503483291.18170309,151.66016692,-1.35411258,0.51788809
1503483291.21023297,151.65857262,-1.35513592,0.51756107
1503483291.22244596,151.65894932,-1.35532031,0.51949233
1503483291.24087095,151.65807398,-1.35574156,0.51794776
1503483291.26193500,151.65756779,-1.35395697,0.51616876
1503483291.28108191,151.65720008,-1.35564498,0.51745182
1503483291.30876589,151.65841744,-1.35605431,0.51595781
1503483291.32034707,151.65763297,-1.35573559,0.51764827
1503483291.34181499,151.65668851,-1.35885394,0.51746043
1503483291.36051607,151.65618691,-1.35517126,0.51724589
1503483291.38162398,151.65520444,-1.35660883,0.51616077
1503483291.40939808,151.65518586,-1.35622252,0.51593383
1503483291.42037702,151.65576152,-1.35722083,0.51541518
1503483291.44053888,151.65470693,-1.35703381,0.51731686
1503483291.46104407,151.65374737,-1.35984822,0.51908437
1503483291.48144698,151.65397014,-1.35809257,0.51663111
1503483291.51454306,151.65597682,-1.35760276,0.51901951
1503483291.52167201,151.65465525,-1.35842425,0.51625242
1503483291.54047298,151.65515354,-1.35708086,0.51733241
1503483291.56032991,151.65473443,-1.36022059,0.51714893
1503483291.58103395,151.65433224,-1.35578198,0.51828600
1503483291.60939407,151.65474053,-1.35688494,0.51752100
1503483291.62164903,151.65493807,-1.35588719,0.51681121
1503483291.64139509,151.65600663,-1.35777059,0.51683918
1503483291.66027308,151.65681997,-1.35640927,0.51592190
1503483291.68091202,151.65690080,-1.35907448,0.51771866
1503483291.70968294,151.65548726,-1.35676972,0.51750829
1503483291.72031808,151.65647412,-1.35671098,0.51802168
1503483291.74175906,151.65613562,-1.35750584,0.51705398
1503483291.76167488,151.65722036,-1.35684648,0.51939956
1503483291.78128290,151.65558217,-1.35852987,0.51588639
1503483291.81093788,151.65613561,-1.35675555,0.51752931
1503483291.82153296,151.65523989,-1.36201675,0.51745663
1503483291.84060693,151.65496578,-1.35830639,0.51566631
1503483291.86114502,151.65610179,-1.35884227,0.51608117
1503483291.88158011,151.65684799,-1.35995206,0.51612495
1503483291.91102195,151.65670631,-1.35719638,0.51649335
1503483291.92070603,151.65561164,-1.35534702,0.51495282
1503483291.94070292,151.65771414,-1.35632242,0.51564946
1503483291.96040010,151.65634068,-1.35184967,0.51446152
1503483291.98178196,151.65700819,-1.34921967,0.51751605
1503483292.08543611,151.65575099,-1.35423065,0.51478343
1503483292.09284306,151.65637490,-1.34192761,0.51146948
1503483292.09632301,151.65648682,-1.34669557,0.51251420
1503483292.10233402,151.65775092,-1.35142268,0.51676298
1503483292.10546803,151.65841339,-1.34982143,0.51443596
1503483292.11401200,151.65996710,-1.34718809,0.50938628
1503483292.12039495,151.66036676,-1.34911227,0.51110458
1503483292.14122105,151.66024858,-1.34760169,0.51112244
1503483292.16142511,151.66214025,-1.35055491,0.51151278
1503483292.18135095,151.66043155,-1.34996159,0.50831581
