1503483289.71697402,623576.78559444,4325010.85597072,-4.67703819,1.83329427,-4.50985622
1503483289.73671389,623576.78559444,4325010.85597072,-4.67596817,1.83385777,-4.50897455
1503483289.75653601,623576.78559444,4325010.85597072,-4.67633152,1.83226681,-4.50638199
1503483289.77644992,623576.78559444,4325010.85597072,-4.67564774,1.83228576,-4.50488472
1503483289.79648089,623576.78559444,4325010.85597072,-4.67405653,1.83390093,-4.50544548
1503483289.81664109,623576.78559444,4325010.85597072,-4.67156363,1.83356643,-4.50072432
1503483289.83664799,623576.78559444,4325010.85597072,-4.67012453,1.83406544,-4.49722767
1503483289.85677505,623576.78559444,4325010.85597072,-4.66838026,1.83249021,-4.48962831
1503483289.87675405,623576.78559444,4325010.85597072,-4.67131042,1.83532715,-4.49008846
1503483289.89664793,623576.78559444,4325010.85597072,-4.66955996,1.83357799,-4.48824787
1503483289.91651893,623576.78559444,4325010.85597072,-4.68552351,1.83507097,-4.49372101
1503483289.93705010,623576.78559444,4325010.85597072,-4.68529463,1.83626568,-4.49229097
1503483289.95656204,623576.78559444,4325010.85597072,-4.68651056,1.83583081,-4.49253416
1503483289.97661209,623576.78559444,4325010.85597072,-4.68400097,1.83882356,-4.49487400
1503483289.99662495,623576.78559444,4325010.85597072,-4.68457603,1.83876526,-4.49504423
1503483290.01684594,623576.78559444,4325010.85597072,-4.68445492,1.83988845,-4.49429512
1503483290.03670192,623576.78559444,4325010.85597072,-4.68581486,1.83784091,-4.49138689
1503483290.05655098,623576.78559444,4325010.85597072,-4.68245268,1.83975184,-4.49288940
1503483290.07654190,623576.78559444,4325010.85597072,-4.68278170,1.83641267,-4.48913336
1503483290.09651303,623576.78559444,4325010.85597072,-4.68109465,1.83812106,-4.49158812
1503483290.11678290,623576.78559444,4325010.85597072,-4.68017912,1.83781052,-4.49025345
1503483290.13658690,623576.78559444,4325010.85597072,-4.67903471,1.83643579,-4.49087286
1503483290.15664601,623576.78559444,4325010.85597072,-4.68145180,1.83682632,-4.49043417
1503483290.17662907,623576.78559444,4325010.85597072,-4.68031597,1.83611643,-4.49085379
1503483290.19685888,623576.78559444,4325010.85597072,-4.67972898,1.83945835,-4.49167538
1503483290.21662688,623576.78559444,4325010.85597072,-4.67943764,1.83764875,-4.49070978
1503483290.23665309,623576.78559444,4325010.85597072,-4.67959642,1.83884251,-4.49331570
1503483290.25658894,623576.78559444,4325010.85597072,-4.67782021,1.83662617,-4.48794556
1503483290.27667093,623576.78559444,4325010.85597072,-4.67699862,1.83787549,-4.49093437
1503483290.29645300,623576.78559444,4325010.85597072,-4.67921686,1.83699262,-4.48824692
1503483290.31657100,623576.78559444,4325010.85597072,-4.67615271,1.83738005,-4.48916388
1503483290.33666897,623576.78559444,4325010.85597072,-4.67502546,1.83697104,-4.48798370
1503483290.35668802,623576.78559444,4325010.85597072,-4.67740583,1.83694243,-4.48885679
1503483290.37681890,623576.78559444,4325010.85597072,-4.67822599,1.83978510,-4.48837900
1503483290.39650106,623576.78559444,4325010.85597072,-4.67474651,1.83890080,-4.48556852
1503483290.41683102,623576.78559444,4325010.85597072,-4.68373537,1.83815932,-4.49274588
1503483290.43690610,623576.78559444,4325010.85597072,-4.68118906,1.83813751,-4.49180269
1503483290.45646310,623576.78559444,4325010.85597072,-4.68114567,1.83891749,-4.49557018
1503483290.47659993,623576.78559444,4325010.85597072,-4.67950630,1.83719695,-4.49331808
1503483290.49670696,623576.78559444,4325010.85597072,-4.67888355,1.83719623,-4.49561262
1503483290.51657510,623576.78559444,4325010.85597072,-4.68005753,1.83654797,-4.49150133
1503483290.53669405,623576.78559444,4325010.85597072,-4.67846298,1.83499479,-4.49177074
1503483290.55652499,623576.78559444,4325010.85597072,-4.67750645,1.83719695,-4.48841858
1503483290.57669806,623576.78559444,4325010.85597072,-4.67683792,1.83573306,-4.48805857
1503483290.59659100,623576.78559444,4325010.85597072,-4.67718935,1.83658004,-4.48892736
1503483290.61648989,623576.78559444,4325010.85597072,-4.67787457,1.83413887,-4.48909855
1503483290.63663197,623576.78559444,4325010.85597072,-4.67403603,1.83413637,-4.49010658
1503483290.65664196,623576.78559444,4325010.85597072,-4.69715166,1.83153427,-4.49238014
1503483290.67650700,623576.78559444,4325010.85597072,-4.69802141,1.83355963,-4.49751186
1503483290.69662690,623576.78559444,4325010.85597072,-4.69835091,1.83188176,-4.49364042
1503483290.71648097,623576.78559444,4325010.85597072,-4.69920254,1.83407128,-4.49711323
1503483290.73634601,623576.78559444,4325010.85597072,-4.69680929,1.83003139,-4.49325228
1503483290.75640702,623576.78559444,4325010.85597072,-4.69652748,1.83031785,-4.49544764
1503483290.77650309,623576.78559444,4325010.85597072,-4.69637346,1.83131611,-4.49344826
1503483290.79668903,623576.78559444,4325010.85597072,-4.69542503,1.82958531,-4.49373674
1503483290.81696010,623576.78559444,4325010.85597072,-4.69398737,1.83250523,-4.49550629
1503483290.83657193,623576.78559444,4325010.85597072,-4.69046831,1.83179247,-4.49408340
1503483290.85659695,623576.78559444,4325010.85597072,-4.68809986,1.83201325,-4.49753666
1503483290.87661409,623576.78559444,4325010.85597072,-4.68769741,1.83023763,-4.49829769
1503483290.89669394,623576.78559444,4325010.85597072,-4.68801451,1.83216536,-4.50267839
1503483290.91656494,623576.78559444,4325010.85597072,-4.72130394,1.82930851,-4.49963427
1503483290.93662190,623576.78559444,4325010.85597072,-4.71821642,1.82987988,-4.50012541
1503483290.95653105,623576.78559444,4325010.85597072,-4.71766329,1.83242130,-4.49629831
1503483290.97684097,623576.78559444,4325010.85597072,-4.71631622,1.82934070,-4.49419928
1503483290.99640894,623576.78559444,4325010.85597072,-4.71660328,1.83115137,-4.49412298
1503483291.01652408,623576.78559444,4325010.85597072,-4.71461773,1.83112681,-4.49216986
1503483291.03638005,623576.78559444,4325010.85597072,-4.71419239,1.83091950,-4.49225807
1503483291.05632091,623576.78559444,4325010.85597072,-4.71262836,1.82909560,-4.49175453
1503483291.07653904,623576.78559444,4325010.85597072,-4.71259117,1.83087921,-4.49250937
1503483291.09657192,623576.78559444,4325010.85597072,-4.71272373,1.82797492,-4.48768330
1503483291.11664510,623576.78559444,4325010.85597072,-4.71346664,1.82882452,-4.49297047
1503483291.13666892,623576.78559444,4325010.85597072,-4.71421719,1.83059061,-4.49179316
1503483291.15654206,623576.78559444,4325010.85597072,-4.75424910,1.82480264,-4.49627399
